/


「版権百合部屋」の過去ログ

現在のルーム [/ChatRoom?room_id=188291]
過去ログ一覧 [/PastLogList?room_id=188291]

タグ レズ [/?tag_id=146#freerooms]  クロスオーバー [/?tag_id=20039#freerooms]  百合 [/?tag_id=4909#freerooms]  版権 [/?tag_id=662#freerooms]

2023年02月20日 09時18分 ～ 2023年02月21日 08時11分 の過去ログ

過去ログでは上から下の方向に発言を表示しています
チャット文字色を有効

おしらせ> 天真=ｶﾞｳﾞﾘｰﾙ=ﾎﾜｲﾄさんが入室しました♪  (2023/2/20 09:18:33)
ペコリーヌ> ちゃんとねなきゃだめですよー(じー   (2023/2/20 19:43:14)

羽鳥智世 ◆> あ、こんばんは。（会釈）   (2023/2/20 19:44:49)

ペコリーヌ> はい、こんばんはー、大丈夫ですか？(つんつん   (2023/2/20 19:58:02)

羽鳥智世 ◆> 私は…はい。大丈夫です。   (2023/2/20 19:58:57)

ペコリーヌ> それならいいんですけど。むりしちゃだめですよー(つんつんっとかるくつついて   (2023/2/20 19:59:39)

羽鳥智世 ◆> 会いたい人を見かけたりするとつい身体が動いてて…。（目反らし）   (2023/2/20 20:02:48)

ペコリーヌ> それはそれでいいですけどね。私ともちゃんとあそんでくださいよー(むー。ちょっとほっぺふくらまし   (2023/2/20 20:03:42)

羽鳥智世 ◆> 避けたりはしてないです……（少し驚いた様子で）   (2023/2/20 20:06:16)

ペコリーヌ> それはわかってますけどねっ(つんつん   (2023/2/20 20:07:44)

羽鳥智世 ◆> よかったです。（突かれている）   (2023/2/20 20:09:09)

ペコリーヌ> ふふふ、また沢山悪戯させてもらいませんとね(ぎゅー   (2023/2/20 20:13:05)

羽鳥智世 ◆> なんだか少し慣れてきた気がする…（むぎゅー   (2023/2/20 20:15:07)

ペコリーヌ> なるほどー、私は慣れてる方がすきですけどねー(じー   (2023/2/20 20:17:21)

羽鳥智世 ◆> そ、そうなんだ…？（見つめられたら視線を反らした）   (2023/2/20 20:18:02)

ペコリーヌ> ん、まぁ智世さんがやりやすいのが一番ですけど(じとー   (2023/2/20 20:19:05)

羽鳥智世 ◆> な、なんか視線を感じる…   (2023/2/20 20:22:15)

ペコリーヌ> ともあれ、智世さんが元気ならよしとしましょうっ(なでなで   (2023/2/20 20:29:08)

羽鳥智世 ◆> ご、ご迷惑おかけしてます…（しゅん   (2023/2/20 20:29:41)

ペコリーヌ> いいですよ。私に似てはいますし(くすくす   (2023/2/20 20:30:52)

羽鳥智世 ◆> に、似てる…ですか？   (2023/2/20 20:32:05)

ペコリーヌ> なんとなくいろいろと？ま、ともあれこれからもなかよくしてくださいね(ぎゅう   (2023/2/20 20:41:31)

羽鳥智世 ◆> そんなに似てるところあるかな…（抱きしめ）   (2023/2/20 20:43:33)

ペコリーヌ> 似てるからこそきになったってのはありますし？(きょとん   (2023/2/20 20:48:09)

羽鳥智世 ◆> えっと…どのへん…が…とかきいても？   (2023/2/20 20:48:52)

ペコリーヌ> ん－。温もりを欲しがる感じ？(きょとん   (2023/2/20 20:54:00)

羽鳥智世 ◆> ……確かに。   (2023/2/20 20:55:40)

ペコリーヌ> ふふ、沢山愛情欲しいのはありますしね(んつん   (2023/2/20 20:57:59)

羽鳥智世 ◆> みんなと仲良くしたいですし…   (2023/2/20 21:00:09)

ペコリーヌ> っと、それじゃあ、今度はえっちしましょうねっ(ぎゅう   (2023/2/20 21:17:49)

羽鳥智世 ◆> そうですね…？（よくわかってない）   (2023/2/20 21:18:27)

ペコリーヌ> ん、ではまたですー(ひらひら   (2023/2/20 21:22:28)

おしらせ> ペコリーヌさんが退室しました。  (2023/2/20 21:22:31)

羽鳥智世 ◆> あ、お疲れさまです。無理はしないでね。   (2023/2/20 21:23:55)

おしらせ> ｱﾆｽﾌｨｱ・ｳｨﾝ・ﾊﾟﾚｯﾃｨｱさんが入室しました♪  (2023/2/20 21:27:37)

ｱﾆｽﾌｨｱ・ｳｨﾝ・ﾊﾟﾚｯﾃｨｱ> やーっほーっ…？(ひょこっと顔覗かせたらひらりと手を振りながら…   (2023/2/20 21:28:13)

羽鳥智世 ◆> あ、えっと……こんばんはです。初めましてではないですよね、たしか。   (2023/2/20 21:29:58)

ｱﾆｽﾌｨｱ・ｳｨﾝ・ﾊﾟﾚｯﾃｨｱ> 最後何時会ったっけ…アハハッ、気付いたら智世人気だし中々声掛ける機会がねー……？   (2023/2/20 21:31:24)

羽鳥智世 ◆> べ、別に人気ってわけじゃないと思いますけど…。   (2023/2/20 21:33:16)

ｱﾆｽﾌｨｱ・ｳｨﾝ・ﾊﾟﾚｯﾃｨｱ> え、そぉ…？大体誰かと居る印象強いからさー……？   (2023/2/20 21:34:32)

羽鳥智世 ◆> 誰かがいる場所を選んでるから…かな…？   (2023/2/20 21:35:20)

ｱﾆｽﾌｨｱ・ｳｨﾝ・ﾊﾟﾚｯﾃｨｱ> 人肌恋しく触れ合うのが良い感じ……？(ｷｮﾄ)人多いの苦手だから居ないとこ行く方が多いんんだよねー私…   (2023/2/20 21:38:12)

羽鳥智世 ◆> 恋しくというか…そうなのかな…。みんなと、仲良くなりたいので、自分から動かないとって感じです。　そういうのも、きっと人それぞれなので…。   (2023/2/20 21:40:31)

ｱﾆｽﾌｨｱ・ｳｨﾝ・ﾊﾟﾚｯﾃｨｱ> いーなー…前向きアクティブ大事っ…♪(親指ぐっ)…つまりもう少し頑張れば私とも仲良くなれ……？(じぃ   (2023/2/20 21:41:40)

羽鳥智世 ◆> 私の原作のセリフで、そういうのがあるので…。（頷き）あ、私でいいなら…いくらでも話したり…遊んだりしましょう。   (2023/2/20 21:45:57)

ｱﾆｽﾌｨｱ・ｳｨﾝ・ﾊﾟﾚｯﾃｨｱ> おー…ちゃんと準拠してる…私で準拠って言ったら……コホンこほん…行こうか智世、私が攫ってあげるっ♪(折角なので右手を差し出して懐かしい台詞を真似てみて   (2023/2/20 21:48:37)

羽鳥智世 ◆> 私、準拠しすぎると色々だめだけど…。　…はい、私を求めてくれる場所があるのであれば…どこでも。（そのまま手を差し伸ばして。自分を売ったときの言葉、こんな感じだったろうか。）   (2023/2/20 21:52:58)

ｱﾆｽﾌｨｱ・ｳｨﾝ・ﾊﾟﾚｯﾃｨｱ> ……やーうん、それはぶっちゃけ私も人の事言えないんだよねぇ……(突き刺さってきそうな視線から顔を背けつ)……ん、じゃぁ折角だし少し､連れてみてもいー？まずは知らないといけないし智世の事…(序でに左手から鍵を取り出して確認を…
  (2023/2/20 21:55:18)

羽鳥智世 ◆> あ、はい。私で良ければ、大丈夫です。   (2023/2/20 21:58:35)

ｱﾆｽﾌｨｱ・ｳｨﾝ・ﾊﾟﾚｯﾃｨｱ> ん、じゃぁ作ったしよっろしくー…？(そのまま手を取って拉致開始っ？   (2023/2/20 22:01:07)

羽鳥智世 ◆> あ、すいません…はいりました。（てをとられて、拉致られていく…）   (2023/2/20 22:06:20)

おしらせ> ｱﾆｽﾌｨｱ・ｳｨﾝ・ﾊﾟﾚｯﾃｨｱさんが退室しました。  (2023/2/20 22:06:26)

おしらせ> 羽鳥智世 ◆TaduQjWkbwさんが退室しました。  (2023/2/20 22:08:50)

おしらせ> イリア・コーラルさんが入室しました♪  (2023/2/20 22:20:24)

イリア・コーラル> こんばんは、失礼します。姫様はまた女性をかどわかして…と言えば不敬不敬と言ってくれるでしょうか？   (2023/2/20 22:21:19)

おしらせ> 中野三玖 ◆WY5HuZnICQさんが入室しました♪  (2023/2/20 22:23:09)

中野三玖 ◆> …おわった(スマホのアップデート)   (2023/2/20 22:23:21)

イリア・コーラル> こんばんは三玖さん。アップデートですか？お疲れ様です。   (2023/2/20 22:25:23)

中野三玖 ◆> ……携帯のアップデートってなんだか長い時間に感じるよね   (2023/2/20 22:26:45)

イリア・コーラル> はい、確かに…ダウンロードしてからのですからね…長く感じるかもしれません   (2023/2/20 22:28:59)

おしらせ> 後藤ひとりさんが入室しました♪  (2023/2/20 22:29:07)

後藤ひとり> こ、こんばんは……   (2023/2/20 22:29:12)

イリア・コーラル> こんばんは、ひとりさん。   (2023/2/20 22:30:44)

後藤ひとり> はい……お久しぶりですね……   (2023/2/20 22:31:31)

中野三玖 ◆> ……ん…(兎にも角にもアップデートはできたからいいや…)   (2023/2/20 22:32:10)

後藤ひとり> あ、ほんとだ……アップデートありました……   (2023/2/20 22:33:49)

イリア・コーラル> そうですね、少しぶりですね。お久しぶりです   (2023/2/20 22:34:12)

後藤ひとり> 元気……でしたか？   (2023/2/20 22:35:23)

中野三玖 ◆> (沈没モードON)   (2023/2/20 22:35:46)

イリア・コーラル> はい、元気にしてましたよ。お二人ともお元気のようで何よりです   (2023/2/20 22:36:47)

後藤ひとり> (沈没してる………)   (2023/2/20 22:37:14)

後藤ひとり> 私は普通ですよ……   (2023/2/20 22:38:34)

中野三玖 ◆> …げんき   (2023/2/20 22:38:50)

後藤ひとり> 元気ないです私は……   (2023/2/20 22:39:27)

イリア・コーラル> おやそうでしたか…大丈夫ですか？（沈んでる三玖を引き上げながら、ひとりの頭を優しく撫でて）   (2023/2/20 22:40:30)

中野三玖 ◆> (ｻﾞﾊﾞｧ…。)   (2023/2/20 22:41:28)

中野三玖 ◆> …おっぱいさわる…？(元気のないひとりちゃんの方に近づいて、目の前で服を脱ぎ始めて)   (2023/2/20 22:44:37)

後藤ひとり> 触ります……(撫でられながらもそう答えて)   (2023/2/20 22:46:44)

中野三玖 ◆> (目の前で上着を脱いで…)   (2023/2/20 22:47:56)

イリア・コーラル> …ふふ、お二人ともごゆっくりどうぞ…（お菓子とかお茶を軽く用意して静かに下がって）   (2023/2/20 22:48:52)

おしらせ> イリア・コーラルさんが退室しました。  (2023/2/20 22:49:15)

中野三玖 ◆> ぁ……   (2023/2/20 22:50:24)

後藤ひとり> も、申し訳ないです……   (2023/2/20 22:51:09)

中野三玖 ◆> …んん…イリアも…さわる？って聞きたかった   (2023/2/20 22:53:44)

後藤ひとり> 今なら間に合いますよ……   (2023/2/20 22:55:32)

中野三玖 ◆> …呼んでくる？   (2023/2/20 22:57:18)

後藤ひとり> どう呼ぶんですか！？   (2023/2/20 22:57:50)

中野三玖 ◆> …こう…テレパシー？   (2023/2/20 22:59:04)

後藤ひとり> おいでーおいでー……   (2023/2/20 22:59:23)

中野三玖 ◆> …おいでー…   (2023/2/20 23:00:49)

後藤ひとり> おいでー   (2023/2/20 23:00:53)

中野三玖 ◆> おいでー…？   (2023/2/20 23:01:31)

中野三玖 ◆> ぁっ…   (2023/2/20 23:01:44)

中野三玖 ◆> まざってほしいな…(ちらっ)   (2023/2/20 23:03:32)

後藤ひとり> (手招き……)   (2023/2/20 23:04:05)

中野三玖 ◆> …(じぃー…)   (2023/2/20 23:10:20)

後藤ひとり> (じー)   (2023/2/20 23:13:33)

中野三玖 ◆> …ねおち…したのかな。イリアさん…   (2023/2/20 23:14:29)

後藤ひとり> 多分このサイトを見てないのかと……   (2023/2/20 23:15:21)

中野三玖 ◆> …なるほど？   (2023/2/20 23:16:40)

後藤ひとり> 申し訳ないことをした……   (2023/2/20 23:20:32)

中野三玖 ◆> …個室行く…？(つんつこ)   (2023/2/20 23:21:30)

後藤ひとり> いいですね……   (2023/2/20 23:23:08)

中野三玖 ◆> …ん…じゃあ行こう   (2023/2/20 23:24:05)

後藤ひとり> 部屋お願いします……   (2023/2/20 23:24:29)

中野三玖 ◆> …ん…りょうかい   (2023/2/20 23:26:37)

後藤ひとり> では行きますね   (2023/2/20 23:27:37)

おしらせ> 後藤ひとりさんが退室しました。  (2023/2/20 23:27:39)

中野三玖 ◆> …ん…   (2023/2/20 23:28:19)

おしらせ> 中野三玖 ◆WY5HuZnICQさんが退室しました。  (2023/2/20 23:28:24)

おしらせ> 五十鈴れんさんが入室しました♪  (2023/2/21 00:20:37)

五十鈴れん> こ、こんばんはです…お邪魔します…はい。1階も2階も空いてると…どちらに顔を出せば良いのか悩みます…（お部屋の端っこのソファへと腰を下ろすと、軽く脚を伸ばし…）   (2023/2/21 00:25:35)

おしらせ> 小春六花さんが入室しました♪  (2023/2/21 00:27:57)

小春六花> というわけで仕事からちょうど帰ってきた六花ちゃんだよー。（普通に誰か来るのを外で待ってただけなど）   (2023/2/21 00:28:42)

五十鈴れん> あっ…こ、こんばんはです…お仕事、お疲れ様でした…はい（見知った顔を瞳に映すと、柔らかく笑って頷き…）   (2023/2/21 00:30:21)

小春六花> こんばんはこんばんはー。（おててぶんぶん。お昼ぶり？なんて）   (2023/2/21 00:31:51)

五十鈴れん> そ、そういえば…お昼は誰も居ませんでした…少し前はお昼に集まってたので…少し寂しいですね…（こくこく…）   (2023/2/21 00:33:41)

小春六花> 最近ちょっと人の入りが悪目だよね。今日の夜もほとんど人いなかったみたいだし。お部屋の潮目もあるよねー。栄枯盛衰じゃないけどさ……。（人が離れていく時期？）   (2023/2/21 00:36:46)

おしらせ> 結月ゆかりさんが入室しました♪  (2023/2/21 00:39:14)

結月ゆかり> 寂しいというのであればお邪魔しましょうか…。まぁ、あんまり早く返事できるわけじゃないですけど   (2023/2/21 00:40:10)

五十鈴れん> そうですね…小さな切っ掛けで…人の足って遠いたりしますから…逆に人が集まる時も…小さな切っ掛けなのでしょうけど…はい。ただ…誰かしらがお部屋に居れば…人は集まるのかもです…   (2023/2/21 00:40:36)

小春六花> こっちは仕事中のゆかりさんだ。   (2023/2/21 00:40:39)

小春六花> いらさいいらさーい。（おててふりふり）   (2023/2/21 00:41:02)

五十鈴れん> あっ…ゆかりさんはお仕事ですね…こんばんはです…はい（頭下げて…）   (2023/2/21 00:41:45)

小春六花> まー…忙しくなり始める時期ってこれ年中言ってるけど。   (2023/2/21 00:43:47)

五十鈴れん> わ、私は忙しくても顔を出しちゃいます…他の時間を削れば良いだけなので…はい…今はこのお部屋の優先度はかなり高いです…   (2023/2/21 00:45:05)

小春六花> まぁ気持ちはわかるかもしれない。あんまし、高くすべきじゃないこと含めて（渋いお顔）。だれかこうして話し相手がいてくれるとうれしくてつい来ちゃうよねー……。   (2023/2/21 00:47:18)

五十鈴れん> ほ…褒められた事では無いですね…えへへ。で…でもソシャゲの周回に掛けてた時間とかを…お部屋でお喋りに回した方が楽しい気がして…   (2023/2/21 00:48:40)

小春六花> それでソシャゲの課金額が減るならお財布には健康的ね……。　エッチなことは気持ちいいし、好きになってくれる人がいるとこころぽわぽわするし。   (2023/2/21 00:50:14)

五十鈴れん> 私はソシャゲ自体…もう殆どやってないので…はい…。そ、そうですね…会話って楽しいですし…。会話できるソシャゲがあれば…クランチャットとかはありますけど‥   (2023/2/21 00:52:01)

小春六花> スマホゲーのチャット機能使いにくいんだ……。（本心）ソシャゲで協力は結局ガチャパワーが物を言うイメージが合ってやになっちゃうし……   (2023/2/21 00:54:08)

五十鈴れん> そもそもで文字数少ないですから…ソシャゲのチャット…ちょっとした意思の疎通には…便利かもです…はい。そ、そうですね…FGOみたいなタイプは基本ソロなので…健全かもです…（こくこく…）   (2023/2/21 00:56:46)

小春六花> リアルタイム協力系は知ってる前提になるんだけど、ソシャゲにその情報の最前線についていく情熱がないのが私なんだ……。そういえばマギレコはどうだったの？   (2023/2/21 00:58:01)

おしらせ> クレーさんが入室しました♪  (2023/2/21 00:59:43)

小春六花> チャットとか、協力とか。私やってないから知らないケド……   (2023/2/21 00:59:46)

小春六花> クレーちゃんいらっしゃ～い（おててふりり   (2023/2/21 00:59:55)

クレー> こんばんはー♪(とびらがちゃとあけて、夜遅くにクレー参上しちゃった)   (2023/2/21 01:00:29)

五十鈴れん> マギレコはかなり厳しいです…天井は100と低いですけど‥PU率が60%…くらいなので…運が悪いと延々と出ませんし…。あと、対人要素があるので…そちらを本気でやると…完凸しないとお話にならない仕様ですから…。ただ…ストーリーだけ楽しむなら…課金はほぼいりません…はい（こくこく…）
  (2023/2/21 01:01:18)

五十鈴れん> クレーちゃんもこんばんはです…はい。夜更かしさん…増えてしまいました…   (2023/2/21 01:01:51)

小春六花> ちなみにれんちゃんのいべんとえっちすちるは…？（あるの？ってわくわく）あー完凸もいやだよね。攻略サイト見ると完凸前提の評価とかしかしてないのが。仕方ないんだけど。   (2023/2/21 01:02:53)

五十鈴れん> わ、私は…衣装も地味ですし…はい。ただ…いろはさんは…メイド服とか可愛い衣装が多いですね…。一番最初の配布が、いろはさんの水着で…サービス開始、最速で脱いだヒロインと噂高かったので…今度、いろはさんに会ったら…揶揄ってあげて下さい…はい（悪い笑顔です…）
  (2023/2/21 01:05:49)

小春六花> クレーちゃんとこはどうなのー？チャットとか、協力要素とか。   (2023/2/21 01:08:36)

五十鈴れん> クレーちゃん…も、もしかしてお部屋の入り口で寝ちゃいましたか…（なでなで…）   (2023/2/21 01:08:45)

小春六花> 最速で脱いだヒロイン……。そして、今すぐでもきっとメイド服を着てくれるれんちゃん……。（なるほど、マギレコ勢は脱ぎたがり）   (2023/2/21 01:09:34)

クレー> はみがきしてた…！   (2023/2/21 01:10:20)

クレー> クレーは……マルチパーティ組んだらチャットもできるし協力もできるけど、どちらかというと一人でこつこつできるとクレーは思うよ！   (2023/2/21 01:11:54)

クレー> ちなみに五十鈴お姉ちゃんって「神浜に降りおちた百合の彗星」って言われてたんだよね！   (2023/2/21 01:13:14)

五十鈴れん> メイドさん好きなんです…うう…メイド属性の子に弱くて…   (2023/2/21 01:13:15)

小春六花> 堕ちた百合……（エッチな香りがプンプンするぜぇーー！）   (2023/2/21 01:14:09)

小春六花> え、つまり私もメイド服着たらいい？ゆかりさんも私もそういう立ち絵たくさんあるよ（？）   (2023/2/21 01:14:29)

五十鈴れん> 梨花れん彗星です…あ、あの街はレズしかいません…（目逸らし…）   (2023/2/21 01:14:30)

クレー> (そしてまさここメテオ…アザレズの花…と歴史は紡がれるのであった……(？))   (2023/2/21 01:15:09)

小春六花> きららってこわい、改めてそう思った。（こなみかん）   (2023/2/21 01:16:02)

クレー> こほん…！クレーもね、エプロンあるんだよ♪テイワットでは着てないけど、別のこらぼ？でクレー着させてもらったの！   (2023/2/21 01:16:45)

五十鈴れん> 六花さんやゆかりさんも色んな服装で描かれてそうですね…   (2023/2/21 01:16:56)

五十鈴れん> まさここ好きです…2番目に好きなCPですね…   (2023/2/21 01:17:27)

クレー> そうなんだ…！クレーは2番目なら、ぶなんだけどやちいろかなぁ…>五十鈴お姉ちゃん   (2023/2/21 01:18:45)

小春六花> 私達は絵師のかずだけ……マスターの数だけ存在するからね。ゆかまき、ゆかきり、ゆかずん、ゆかあかあたりが彼女はメジャーですな   (2023/2/21 01:19:21)

クレー> 神浜市はね…すごいらしいよ…！(ごくり)>六花お姉ちゃん   (2023/2/21 01:19:45)

五十鈴れん> やちいろは殿堂入りなので…け、結婚しましたから…   (2023/2/21 01:20:37)

小春六花> ゆり結婚してる   (2023/2/21 01:20:45)

クレー> いろはお姉ちゃんがね、衣装は多いけど水着2着あってまだ片方しかないんだ…って言ってた気がする～   (2023/2/21 01:23:04)

小春六花> もう、いろはちゃんはマイクロビキニでもきてほしい。   (2023/2/21 01:23:25)

クレー> (片方は配布でもらえるけどね)   (2023/2/21 01:23:31)

小春六花> でも、マイクロビキニはれんちゃんのほうがにあいそう……。（じ…   (2023/2/21 01:23:36)

五十鈴れん> いろはさん…最初の配布水着がえっちです…   (2023/2/21 01:23:55)

五十鈴れん> わ、私の水着は地味ですね…白いワンピースですし…で、でも…髪をふたつに結ってるので…それがお気に入りです…えへへ（照れ…）   (2023/2/21 01:24:49)

クレー> すっごいかわいいよね…♡♡クレーも五十鈴お姉ちゃんの水着可愛いと思う♪(こくこく…！)   (2023/2/21 01:25:36)

小春六花> あ、ふつうにからいさんの立ち絵にメイド差分あったわ私。クラシカルスタイルだけど（がさごそ）   (2023/2/21 01:28:18)

おしらせ> 後藤ひとりさんが入室しました♪  (2023/2/21 01:28:54)

後藤ひとり> こ、こんばんは   (2023/2/21 01:29:05)

クレー> こんばんはひとりお姉ちゃん♪   (2023/2/21 01:29:33)

五十鈴れん> 六花って名前のキャラ結構いるのですね…ググると六花さん以外にもたくさん出てきます…はい   (2023/2/21 01:29:36)

五十鈴れん> ひとりさんもこんばんはです…はい（こくこく…）   (2023/2/21 01:29:56)

小春六花> ひとりちゃんやっほー。   (2023/2/21 01:30:02)

後藤ひとり> 六花……宝多六花は知ってます……   (2023/2/21 01:30:03)

小春六花> 朝日六花（ろっか）　宝田六花（りっか）　小鳥遊六花（りっか）　藤丸立香（リツカ）　   (2023/2/21 01:30:39)

クレー> 五十鈴お姉ちゃんの水着エピソードも良かったよね♡…(ぽそり)>五十鈴お姉ちゃん   (2023/2/21 01:31:06)

五十鈴れん> バンドリの印象強かったです…でも、りっか読みの方が可愛いですね…りっかちゃん…   (2023/2/21 01:31:33)

小春六花> 同じ漢字でつながる六花ちゃんと私は同じギター担当で、同じ声で繋がるひとりちゃんともギターで繋がってるよ！   (2023/2/21 01:33:41)

後藤ひとり> だそうです……   (2023/2/21 01:34:20)

小春六花> 基本りっかで読ませるキャラのほうが多いと思う。遊戯王のテーマもたしか六花（りっか）だよね   (2023/2/21 01:34:29)

クレー> そうなんだね…！(ほうほうとうなづき)   (2023/2/21 01:34:53)

五十鈴れん> 水着イベント懐かしいです…か、髪型も梨花ちゃんが決めてくれましたから…はい（えへへ…）   (2023/2/21 01:35:48)

五十鈴れん> 六花さん、ギター弾けるんですか…   (2023/2/21 01:36:25)

小春六花> 公式二次創作（公式の作ったデモ設定）では高校では軽音部と放送部の兼部でギター担当！（ぶいっ）   (2023/2/21 01:37:21)

後藤ひとり> そして誰もいなくなった……   (2023/2/21 01:41:40)

小春六花> 私の設定そんなに衝撃的だった…？   (2023/2/21 01:41:53)

五十鈴れん> 放送部はとてもらしいです…はい。い…いえ、衝撃受けてフリーズしてた訳じゃないです…はい…   (2023/2/21 01:42:30)

後藤ひとり> とりあえず六花さんは私の影武者で……   (2023/2/21 01:42:35)

小春六花> いいずぇ……。一緒に歌おうね……。（にっこり   (2023/2/21 01:43:03)

五十鈴れん> 時間も時間なので…かなり皆さん、のんびりモードなんだと思います…   (2023/2/21 01:43:17)

クレー> 六花お姉ちゃんって色々できるんだよね♪   (2023/2/21 01:43:17)

後藤ひとり> ギターボーカル六花さん……   (2023/2/21 01:44:31)

五十鈴れん> ボカロ、ボイロは何でもやれる感…あります…はい…   (2023/2/21 01:45:12)

小春六花> ボーカルはパイセンなので花梨先輩ですね。   (2023/2/21 01:45:45)

後藤ひとり> 私はむむむむ無理です   (2023/2/21 01:46:50)

小春六花> 何でもやれるっていうか、何かしらできるよその私、の集合体的なりきりだからね…わたしとか。   (2023/2/21 01:47:23)

小春六花> （ひとりちゃんのむむむむむりですすき）   (2023/2/21 01:47:32)

五十鈴れん> ひとりさんのｱｯﾊｨも好きです…   (2023/2/21 01:48:06)

クレー> すごい、色んなことばを生み出してる…！   (2023/2/21 01:48:47)

五十鈴れん> 私も、あっ…はい…良く使ってますね…陰キャ御用達感あります…   (2023/2/21 01:49:39)

後藤ひとり> 代表ですから……   (2023/2/21 01:50:29)

五十鈴れん> ゆかりさん、地味に更新だけはしているんですね…   (2023/2/21 01:52:54)

後藤ひとり> 生きてて何よりです……   (2023/2/21 01:53:03)

小春六花> 地味にめっちゃ更新してるよ   (2023/2/21 01:53:07)

五十鈴れん> ひ、一言くらい話せば…   (2023/2/21 01:54:38)

おしらせ> 犬走椛さんが入室しました♪  (2023/2/21 01:54:43)

小春六花> 椛だー。（おててぶんぶこ   (2023/2/21 01:55:02)

クレー> もみじお姉ちゃんこんばんは～♪   (2023/2/21 01:55:27)

犬走椛> わふ…珍しく深夜に入室、です。（久々の一階を見れば、盛況のようで）   (2023/2/21 01:56:00)

後藤ひとり> こんばんは……   (2023/2/21 01:56:16)

五十鈴れん> 椛さん…こんばんはです…殆どちゃんとお話をした事がなかったりしますけど…はい（頭下げ…）   (2023/2/21 01:57:32)

クレー> クレーも寝る前にお話だけしにきたの…♪(だからちょっとうとうと…)   (2023/2/21 01:58:00)

結月ゆかり> ちょーっと今は手が離せないので、お話は落ち着いたらにしておきます   (2023/2/21 01:58:01)

後藤ひとり> 私は例のごとく眠いような眠くないような……   (2023/2/21 01:58:19)

